jurisdiction,vaccine,week,first_dose,second_dose
South Carolina,Moderna,2021-05-03,55000,55000
South Carolina,Moderna,2021-05-10,56300,56300
South Carolina,Moderna,2021-05-17,56320,56320
South Carolina,Moderna,2021-05-24,56320,56320
South Carolina,Moderna,2021-05-31,55020,55020
South Carolina,Pfizer,2020-12-14,42900,42900
South Carolina,Pfizer,2020-12-21,30225,30225
South Carolina,Pfizer,2020-12-28,39000,39000
South Carolina,Pfizer,2021-01-04,30225,30225
South Carolina,Pfizer,2021-01-11,30225,30225
South Carolina,Pfizer,2021-01-18,31200,31200
South Carolina,Pfizer,2021-01-25,31200,31200
South Carolina,Pfizer,2021-02-01,31200,31200
South Carolina,Pfizer,2021-02-08,31200,31200
South Carolina,Pfizer,2021-02-15,31200,31200
South Carolina,Pfizer,2021-02-22,49140,49140
South Carolina,Pfizer,2021-03-01,57330,57330
South Carolina,Pfizer,2021-03-08,62010,62010
South Carolina,Pfizer,2021-03-15,66690,66690
South Carolina,Pfizer,2021-03-22,67860,67860
South Carolina,Pfizer,2021-03-29,83070,83070
South Carolina,Pfizer,2021-04-05,67860,67860
South Carolina,Pfizer,2021-04-12,69030,69030
South Carolina,Pfizer,2021-04-19,74880,74880
South Carolina,Pfizer,2021-04-26,74880,74880
South Carolina,Pfizer,2021-05-03,74880,74880
South Carolina,Pfizer,2021-05-10,74880,74880
South Carolina,Pfizer,2021-05-17,74880,74880
South Carolina,Pfizer,2021-05-24,74880,74880
South Carolina,Pfizer,2021-05-31,74160,74160
South Dakota,Janssen,2021-03-01,7000,NA
South Dakota,Janssen,2021-03-15,1000,NA
South Dakota,Janssen,2021-03-22,1000,NA
South Dakota,Janssen,2021-03-29,5000,NA
South Dakota,Janssen,2021-04-05,12500,NA
South Dakota,Janssen,2021-04-12,1500,NA
South Dakota,Janssen,2021-05-03,2000,NA
South Dakota,Janssen,2021-05-10,1500,NA
South Dakota,Moderna,2020-12-21,14600,14600
South Dakota,Moderna,2020-12-28,5100,5100
South Dakota,Moderna,2021-01-04,5100,5100
South Dakota,Moderna,2021-01-11,5100,5100
South Dakota,Moderna,2021-01-18,5300,5300
South Dakota,Moderna,2021-01-25,5300,5300
South Dakota,Moderna,2021-02-01,7000,7000
South Dakota,Moderna,2021-02-08,7700,7700
South Dakota,Moderna,2021-02-15,8300,8300
South Dakota,Moderna,2021-02-22,8300,8300
South Dakota,Moderna,2021-03-01,8300,8300
South Dakota,Moderna,2021-03-08,8300,8300
South Dakota,Moderna,2021-03-15,8300,8300
South Dakota,Moderna,2021-03-22,8300,8300
South Dakota,Moderna,2021-03-29,8300,8300
South Dakota,Moderna,2021-04-05,8700,8700
South Dakota,Moderna,2021-04-12,8700,8700
South Dakota,Moderna,2021-04-19,9300,9300
South Dakota,Moderna,2021-04-26,9300,9300
South Dakota,Moderna,2021-05-03,9300,9300
South Dakota,Moderna,2021-05-10,9600,9600
South Dakota,Moderna,2021-05-17,9680,9680
South Dakota,Moderna,2021-05-24,9680,9680
South Dakota,Moderna,2021-05-31,9380,9380
South Dakota,Pfizer,2020-12-14,7800,7800
South Dakota,Pfizer,2020-12-21,5850,5850
South Dakota,Pfizer,2020-12-28,6825,6825
South Dakota,Pfizer,2021-01-04,5850,5850
South Dakota,Pfizer,2021-01-11,5850,5850
South Dakota,Pfizer,2021-01-18,5850,5850
South Dakota,Pfizer,2021-01-25,5850,5850
South Dakota,Pfizer,2021-02-01,5850,5850
South Dakota,Pfizer,2021-02-08,5850,5850
South Dakota,Pfizer,2021-02-15,5850,5850
South Dakota,Pfizer,2021-02-22,9360,9360
South Dakota,Pfizer,2021-03-01,10530,10530
South Dakota,Pfizer,2021-03-08,10530,10530
South Dakota,Pfizer,2021-03-15,11700,11700
South Dakota,Pfizer,2021-03-22,11700,11700
South Dakota,Pfizer,2021-03-29,14040,14040
South Dakota,Pfizer,2021-04-05,11700,11700
South Dakota,Pfizer,2021-04-12,11700,11700
South Dakota,Pfizer,2021-04-19,12870,12870
South Dakota,Pfizer,2021-04-26,12870,12870
South Dakota,Pfizer,2021-05-03,12870,12870
South Dakota,Pfizer,2021-05-10,12870,12870
South Dakota,Pfizer,2021-05-17,12870,12870
South Dakota,Pfizer,2021-05-24,12870,12870
South Dakota,Pfizer,2021-05-31,13140,13140
Tennessee,Janssen,2021-03-01,54800,NA
Tennessee,Janssen,2021-03-15,7600,NA
Tennessee,Janssen,2021-03-22,7600,NA
Tennessee,Janssen,2021-03-29,38600,NA
Tennessee,Janssen,2021-04-05,98100,NA
Tennessee,Janssen,2021-04-12,11600,NA
Tennessee,Janssen,2021-05-03,15100,NA
Tennessee,Janssen,2021-05-10,11600,NA
Tennessee,Moderna,2020-12-21,115200,115200
Tennessee,Moderna,2020-12-28,39800,39800
Tennessee,Moderna,2021-01-04,39700,39700
Tennessee,Moderna,2021-01-11,39800,39800
Tennessee,Moderna,2021-01-18,41800,41800
Tennessee,Moderna,2021-01-25,41800,41800
Tennessee,Moderna,2021-02-01,55200,55200
Tennessee,Moderna,2021-02-08,60300,60300
Tennessee,Moderna,2021-02-15,65200,65200
Tennessee,Moderna,2021-02-22,65200,65200
Tennessee,Moderna,2021-03-01,65200,65200
Tennessee,Moderna,2021-03-08,65200,65200
Tennessee,Moderna,2021-03-15,65200,65200
Tennessee,Moderna,2021-03-22,65200,65200
Tennessee,Moderna,2021-03-29,65200,65200
Tennessee,Moderna,2021-04-05,68100,68100
Tennessee,Moderna,2021-04-12,68100,68100
Tennessee,Moderna,2021-04-19,73400,73400
Tennessee,Moderna,2021-04-26,73400,73400
Tennessee,Moderna,2021-05-03,73400,73400
Tennessee,Moderna,2021-05-10,75100,75100
Tennessee,Moderna,2021-05-17,75060,75060
Tennessee,Moderna,2021-05-24,75060,75060
Tennessee,Moderna,2021-05-31,73360,73360
Tennessee,Pfizer,2020-12-14,56550,56550
Tennessee,Pfizer,2020-12-21,39975,39975
Tennessee,Pfizer,2020-12-28,51675,51675
Tennessee,Pfizer,2021-01-04,39975,39975
Tennessee,Pfizer,2021-01-11,39975,39975
Tennessee,Pfizer,2021-01-18,41925,41925
Tennessee,Pfizer,2021-01-25,41925,41925
Tennessee,Pfizer,2021-02-01,41925,41925
Tennessee,Pfizer,2021-02-08,41925,41925
Tennessee,Pfizer,2021-02-15,41925,41925
Tennessee,Pfizer,2021-02-22,65520,65520
Tennessee,Pfizer,2021-03-01,76050,76050
Tennessee,Pfizer,2021-03-08,83070,83070
Tennessee,Pfizer,2021-03-15,88920,88920
Tennessee,Pfizer,2021-03-22,90090,90090
Tennessee,Pfizer,2021-03-29,111150,111150
Tennessee,Pfizer,2021-04-05,90090,90090
Tennessee,Pfizer,2021-04-12,92430,92430
Tennessee,Pfizer,2021-04-19,99450,99450
Tennessee,Pfizer,2021-04-26,99450,99450
Tennessee,Pfizer,2021-05-03,99450,99450
Tennessee,Pfizer,2021-05-10,99450,99450
Tennessee,Pfizer,2021-05-17,99450,99450
Tennessee,Pfizer,2021-05-24,99450,99450
Tennessee,Pfizer,2021-05-31,98820,98820
Texas,Janssen,2021-03-01,219200,NA
Texas,Janssen,2021-03-15,30200,NA
Texas,Janssen,2021-03-22,30200,NA
Texas,Janssen,2021-03-29,153900,NA
Texas,Janssen,2021-04-05,392100,NA
Texas,Janssen,2021-04-12,46300,NA
Texas,Janssen,2021-05-03,60100,NA
Texas,Janssen,2021-05-10,46300,NA
Texas,Moderna,2020-12-21,460500,460500
Texas,Moderna,2020-12-28,159100,159100
Texas,Moderna,2021-01-04,158500,158500
Texas,Moderna,2021-01-11,159100,159100
Texas,Moderna,2021-01-18,167100,167100
Texas,Moderna,2021-01-25,167100,167100
Texas,Moderna,2021-02-01,220500,220500
Texas,Moderna,2021-02-08,241000,241000
Texas,Moderna,2021-02-15,260400,260400
Texas,Moderna,2021-02-22,260400,260400
Texas,Moderna,2021-03-01,260400,260400
Texas,Moderna,2021-03-08,260400,260400
Texas,Moderna,2021-03-15,260400,260400
Texas,Moderna,2021-03-22,260400,260400
Texas,Moderna,2021-03-29,260400,260400
Texas,Moderna,2021-04-05,272100,272100
Texas,Moderna,2021-04-12,272100,272100
Texas,Moderna,2021-04-19,293500,293500
Texas,Moderna,2021-04-26,293500,293500
Texas,Moderna,2021-05-03,293500,293500
Texas,Moderna,2021-05-10,300000,300000
Texas,Moderna,2021-05-17,300040,300040
Texas,Moderna,2021-05-24,300040,300040
Texas,Moderna,2021-05-31,293440,293440
Texas,Pfizer,2020-12-14,224250,224250
Texas,Pfizer,2020-12-21,159900,159900
Texas,Pfizer,2020-12-28,203775,203775
Texas,Pfizer,2021-01-04,158925,158925
Texas,Pfizer,2021-01-11,159900,159900
Texas,Pfizer,2021-01-18,165750,165750
Texas,Pfizer,2021-01-25,165750,165750
Texas,Pfizer,2021-02-01,164775,164775
Texas,Pfizer,2021-02-08,165750,165750
Texas,Pfizer,2021-02-15,165750,165750
Texas,Pfizer,2021-02-22,262080,262080
Texas,Pfizer,2021-03-01,300690,300690
Texas,Pfizer,2021-03-08,328770,328770
Texas,Pfizer,2021-03-15,353340,353340
Texas,Pfizer,2021-03-22,359190,359190
Texas,Pfizer,2021-03-29,441090,441090
Texas,Pfizer,2021-04-05,359190,359190
Texas,Pfizer,2021-04-12,367380,367380
Texas,Pfizer,2021-04-19,394290,394290
Texas,Pfizer,2021-04-26,394290,394290
Texas,Pfizer,2021-05-03,394290,394290
Texas,Pfizer,2021-05-10,394290,394290
Texas,Pfizer,2021-05-17,394290,394290
Texas,Pfizer,2021-05-24,394290,394290
Texas,Pfizer,2021-05-31,393660,393660
U.S. Virgin Islands,Janssen,2021-03-01,900,NA
U.S. Virgin Islands,Janssen,2021-03-15,200,NA
U.S. Virgin Islands,Janssen,2021-03-22,200,NA
U.S. Virgin Islands,Janssen,2021-03-29,700,NA
U.S. Virgin Islands,Janssen,2021-04-05,1600,NA
U.S. Virgin Islands,Janssen,2021-04-12,200,NA
U.S. Virgin Islands,Janssen,2021-05-03,300,NA
U.S. Virgin Islands,Janssen,2021-05-10,200,NA
U.S. Virgin Islands,Moderna,2020-12-21,1900,1900
U.S. Virgin Islands,Moderna,2020-12-28,700,700
U.S. Virgin Islands,Moderna,2021-01-04,700,700
U.S. Virgin Islands,Moderna,2021-01-11,700,700
U.S. Virgin Islands,Moderna,2021-01-18,700,700
U.S. Virgin Islands,Moderna,2021-01-25,700,700
U.S. Virgin Islands,Moderna,2021-02-01,900,900
U.S. Virgin Islands,Moderna,2021-02-08,1000,1000
U.S. Virgin Islands,Moderna,2021-02-15,1100,1100
U.S. Virgin Islands,Moderna,2021-02-22,1100,1100
U.S. Virgin Islands,Moderna,2021-03-01,1100,1100
U.S. Virgin Islands,Moderna,2021-03-08,1100,1100
U.S. Virgin Islands,Moderna,2021-03-15,1100,1100
U.S. Virgin Islands,Moderna,2021-03-22,1100,1100
U.S. Virgin Islands,Moderna,2021-03-29,1100,1100
U.S. Virgin Islands,Moderna,2021-04-05,1100,1100
U.S. Virgin Islands,Moderna,2021-04-12,1100,1100
U.S. Virgin Islands,Moderna,2021-04-19,1200,1200
U.S. Virgin Islands,Moderna,2021-04-26,1200,1200
U.S. Virgin Islands,Moderna,2021-05-03,1200,1200
U.S. Virgin Islands,Moderna,2021-05-10,1300,1300
U.S. Virgin Islands,Moderna,2021-05-17,1360,1360
U.S. Virgin Islands,Moderna,2021-05-24,1360,1360
U.S. Virgin Islands,Moderna,2021-05-31,1260,1260
U.S. Virgin Islands,Pfizer,2020-12-14,975,975
U.S. Virgin Islands,Pfizer,2020-12-21,975,975
U.S. Virgin Islands,Pfizer,2020-12-28,975,975
U.S. Virgin Islands,Pfizer,2021-01-04,975,975
U.S. Virgin Islands,Pfizer,2021-01-11,975,975
U.S. Virgin Islands,Pfizer,2021-01-18,975,975
U.S. Virgin Islands,Pfizer,2021-01-25,975,975
U.S. Virgin Islands,Pfizer,2021-02-01,975,975
U.S. Virgin Islands,Pfizer,2021-02-08,975,975
U.S. Virgin Islands,Pfizer,2021-02-15,975,975
U.S. Virgin Islands,Pfizer,2021-02-22,1170,1170
U.S. Virgin Islands,Pfizer,2021-03-01,2340,2340
U.S. Virgin Islands,Pfizer,2021-03-08,2340,2340
U.S. Virgin Islands,Pfizer,2021-03-15,2340,2340
U.S. Virgin Islands,Pfizer,2021-03-22,2340,2340
U.S. Virgin Islands,Pfizer,2021-03-29,2340,2340
U.S. Virgin Islands,Pfizer,2021-04-05,2340,2340
U.S. Virgin Islands,Pfizer,2021-04-12,2340,2340
U.S. Virgin Islands,Pfizer,2021-04-19,2340,2340
U.S. Virgin Islands,Pfizer,2021-04-26,2340,2340
U.S. Virgin Islands,Pfizer,2021-05-03,2340,2340
U.S. Virgin Islands,Pfizer,2021-05-10,2340,2340
U.S. Virgin Islands,Pfizer,2021-05-17,2340,2340
U.S. Virgin Islands,Pfizer,2021-05-24,2340,2340
U.S. Virgin Islands,Pfizer,2021-05-31,3240,3240
Utah,Janssen,2021-03-01,22800,NA
Utah,Janssen,2021-03-15,3200,NA
Utah,Janssen,2021-03-22,3200,NA
Utah,Janssen,2021-03-29,16100,NA
Utah,Janssen,2021-04-05,40700,NA
Utah,Janssen,2021-04-12,4900,NA
Utah,Janssen,2021-05-03,6300,NA
Utah,Janssen,2021-05-10,4900,NA
Utah,Moderna,2020-12-21,47800,47800
Utah,Moderna,2020-12-28,16600,16600
Utah,Moderna,2021-01-04,16500,16500
Utah,Moderna,2021-01-11,16600,16600
Utah,Moderna,2021-01-18,17400,17400
Utah,Moderna,2021-01-25,17400,17400
Utah,Moderna,2021-02-01,22900,22900
Utah,Moderna,2021-02-08,25100,25100
Utah,Moderna,2021-02-15,27100,27100
Utah,Moderna,2021-02-22,27100,27100
Utah,Moderna,2021-03-01,27100,27100
Utah,Moderna,2021-03-08,27100,27100
Utah,Moderna,2021-03-15,27100,27100
Utah,Moderna,2021-03-22,27100,27100
Utah,Moderna,2021-03-29,27100,27100
Utah,Moderna,2021-04-05,28300,28300
Utah,Moderna,2021-04-12,28300,28300
Utah,Moderna,2021-04-19,30500,30500
Utah,Moderna,2021-04-26,30500,30500
Utah,Moderna,2021-05-03,30500,30500
Utah,Moderna,2021-05-10,31200,31200
Utah,Moderna,2021-05-17,31220,31220
Utah,Moderna,2021-05-24,31220,31220
Utah,Moderna,2021-05-31,30520,30520
Utah,Pfizer,2020-12-14,23400,23400
Utah,Pfizer,2020-12-21,16575,16575
Utah,Pfizer,2020-12-28,21450,21450
Utah,Pfizer,2021-01-04,16575,16575
Utah,Pfizer,2021-01-11,16575,16575
Utah,Pfizer,2021-01-18,17550,17550
Utah,Pfizer,2021-01-25,17550,17550
Utah,Pfizer,2021-02-01,17550,17550
Utah,Pfizer,2021-02-08,17550,17550
Utah,Pfizer,2021-02-15,17550,17550
Utah,Pfizer,2021-02-22,28080,28080
Utah,Pfizer,2021-03-01,31590,31590
Utah,Pfizer,2021-03-08,35100,35100
Utah,Pfizer,2021-03-15,37440,37440
Utah,Pfizer,2021-03-22,37440,37440
Utah,Pfizer,2021-03-29,46800,46800
Utah,Pfizer,2021-04-05,37440,37440
Utah,Pfizer,2021-04-12,38610,38610
Utah,Pfizer,2021-04-19,40950,40950
Utah,Pfizer,2021-04-26,40950,40950
Utah,Pfizer,2021-05-03,40950,40950
Utah,Pfizer,2021-05-10,40950,40950
Utah,Pfizer,2021-05-17,40950,40950
Utah,Pfizer,2021-05-24,40950,40950
Utah,Pfizer,2021-05-31,41220,41220
Vermont,Janssen,2021-03-01,5400,NA
Vermont,Janssen,2021-03-15,800,NA
Vermont,Janssen,2021-03-22,800,NA
Vermont,Janssen,2021-03-29,3900,NA
Vermont,Janssen,2021-04-05,9700,NA
Vermont,Janssen,2021-04-12,1200,NA
Vermont,Janssen,2021-05-03,1500,NA
Vermont,Janssen,2021-05-10,1200,NA
Vermont,Moderna,2020-12-21,11400,11400
Vermont,Moderna,2020-12-28,4000,4000
Vermont,Moderna,2021-01-04,3900,3900
Vermont,Moderna,2021-01-11,4000,4000
Vermont,Moderna,2021-01-18,4200,4200
Vermont,Moderna,2021-01-25,4200,4200
Vermont,Moderna,2021-02-01,5500,5500
Vermont,Moderna,2021-02-08,6000,6000
Vermont,Moderna,2021-02-15,6500,6500
Vermont,Moderna,2021-02-22,6500,6500
Vermont,Moderna,2021-03-01,6500,6500
Vermont,Moderna,2021-03-08,6500,6500
Vermont,Moderna,2021-03-15,6500,6500
Vermont,Moderna,2021-03-22,6500,6500
Vermont,Moderna,2021-03-29,6500,6500
Vermont,Moderna,2021-04-05,6700,6700
Vermont,Moderna,2021-04-12,6700,6700
Vermont,Moderna,2021-04-19,7300,7300
Vermont,Moderna,2021-04-26,7300,7300
Vermont,Moderna,2021-05-03,7300,7300
Vermont,Moderna,2021-05-10,7500,7500
Vermont,Moderna,2021-05-17,7480,7480
Vermont,Moderna,2021-05-24,7480,7480
Vermont,Moderna,2021-05-31,7280,7280
Vermont,Pfizer,2020-12-14,5850,5850
Vermont,Pfizer,2020-12-21,4875,4875
Vermont,Pfizer,2020-12-28,5850,5850
Vermont,Pfizer,2021-01-04,3900,3900
Vermont,Pfizer,2021-01-11,4875,4875
Vermont,Pfizer,2021-01-18,4875,4875
Vermont,Pfizer,2021-01-25,4875,4875
Vermont,Pfizer,2021-02-01,4875,4875
Vermont,Pfizer,2021-02-08,4875,4875
Vermont,Pfizer,2021-02-15,4875,4875
Vermont,Pfizer,2021-02-22,7020,7020
Vermont,Pfizer,2021-03-01,8190,8190
Vermont,Pfizer,2021-03-08,8190,8190
Vermont,Pfizer,2021-03-15,9360,9360
Vermont,Pfizer,2021-03-22,9360,9360
Vermont,Pfizer,2021-03-29,11700,11700
Vermont,Pfizer,2021-04-05,9360,9360
Vermont,Pfizer,2021-04-12,9360,9360
Vermont,Pfizer,2021-04-19,10530,10530
Vermont,Pfizer,2021-04-26,10530,10530
Vermont,Pfizer,2021-05-03,10530,10530
Vermont,Pfizer,2021-05-10,10530,10530
Vermont,Pfizer,2021-05-17,10530,10530
Vermont,Pfizer,2021-05-24,10530,10530
Vermont,Pfizer,2021-05-31,11070,11070
Virginia,Janssen,2021-03-01,69700,NA
Virginia,Janssen,2021-03-15,9600,NA
Virginia,Janssen,2021-03-22,9600,NA
Virginia,Janssen,2021-03-29,49000,NA
Virginia,Janssen,2021-04-05,124700,NA
Virginia,Janssen,2021-04-12,14800,NA
Virginia,Janssen,2021-05-03,19200,NA
Virginia,Janssen,2021-05-10,14800,NA
Virginia,Moderna,2020-12-21,146400,146400
Virginia,Moderna,2020-12-28,50600,50600
Virginia,Moderna,2021-01-04,50400,50400
Virginia,Moderna,2021-01-11,50600,50600
Virginia,Moderna,2021-01-18,53100,53100
Virginia,Moderna,2021-01-25,53100,53100
Virginia,Moderna,2021-02-01,70100,70100
Virginia,Moderna,2021-02-08,76600,76600
Virginia,Moderna,2021-02-15,82800,82800
Virginia,Moderna,2021-02-22,82800,82800
Virginia,Moderna,2021-03-01,82800,82800
Virginia,Moderna,2021-03-08,82800,82800
Virginia,Moderna,2021-03-15,82800,82800
Virginia,Moderna,2021-03-22,82800,82800
Virginia,Moderna,2021-03-29,82800,82800
Virginia,Moderna,2021-04-05,86500,86500
Virginia,Moderna,2021-04-12,86500,86500
Virginia,Moderna,2021-04-19,93300,93300
Virginia,Moderna,2021-04-26,93300,93300
Virginia,Moderna,2021-05-03,93300,93300
Virginia,Moderna,2021-05-10,95400,95400
Virginia,Moderna,2021-05-17,95480,95480
Virginia,Moderna,2021-05-24,95480,95480
Virginia,Moderna,2021-05-31,93380,93380
Virginia,Pfizer,2020-12-14,72150,72150
Virginia,Pfizer,2020-12-21,50700,50700
Virginia,Pfizer,2020-12-28,65325,65325
Virginia,Pfizer,2021-01-04,50700,50700
Virginia,Pfizer,2021-01-11,50700,50700
Virginia,Pfizer,2021-01-18,52650,52650
Virginia,Pfizer,2021-01-25,52650,52650
Virginia,Pfizer,2021-02-01,52650,52650
Virginia,Pfizer,2021-02-08,52650,52650
Virginia,Pfizer,2021-02-15,52650,52650
Virginia,Pfizer,2021-02-22,84240,84240
Virginia,Pfizer,2021-03-01,95940,95940
Virginia,Pfizer,2021-03-08,105300,105300
Virginia,Pfizer,2021-03-15,112320,112320
Virginia,Pfizer,2021-03-22,114660,114660
Virginia,Pfizer,2021-03-29,140400,140400
Virginia,Pfizer,2021-04-05,114660,114660
Virginia,Pfizer,2021-04-12,117000,117000
Virginia,Pfizer,2021-04-19,126360,126360
Virginia,Pfizer,2021-04-26,126360,126360
Virginia,Pfizer,2021-05-03,126360,126360
Virginia,Pfizer,2021-05-10,126360,126360
Virginia,Pfizer,2021-05-17,126360,126360
Virginia,Pfizer,2021-05-24,126360,126360
Virginia,Pfizer,2021-05-31,126000,126000
Washington,Janssen,2021-03-01,60900,NA
Washington,Janssen,2021-03-15,8400,NA
Washington,Janssen,2021-03-22,8400,NA
Washington,Janssen,2021-03-29,42800,NA
Washington,Janssen,2021-04-05,109000,NA
Washington,Janssen,2021-04-12,12900,NA
Washington,Janssen,2021-05-03,16700,NA
Washington,Janssen,2021-05-10,12900,NA
Washington,Moderna,2020-12-21,128000,128000
Washington,Moderna,2020-12-28,44300,44300
Washington,Moderna,2021-01-04,44100,44100
Washington,Moderna,2021-01-11,44300,44300
Washington,Moderna,2021-01-18,46500,46500
Washington,Moderna,2021-01-25,46500,46500
Washington,Moderna,2021-02-01,61300,61300
Washington,Moderna,2021-02-08,67000,67000
Washington,Moderna,2021-02-15,72400,72400
Washington,Moderna,2021-02-22,72400,72400
Washington,Moderna,2021-03-01,72400,72400
Washington,Moderna,2021-03-08,72400,72400
Washington,Moderna,2021-03-15,72400,72400
Washington,Moderna,2021-03-22,72400,72400
Washington,Moderna,2021-03-29,72400,72400
Washington,Moderna,2021-04-05,75700,75700
Washington,Moderna,2021-04-12,75700,75700
Washington,Moderna,2021-04-19,81700,81700
Washington,Moderna,2021-04-26,81700,81700
Washington,Moderna,2021-05-03,81700,81700
Washington,Moderna,2021-05-10,83600,83600
Washington,Moderna,2021-05-17,83520,83520
Washington,Moderna,2021-05-24,83520,83520
Washington,Moderna,2021-05-31,81620,81620
Washington,Pfizer,2020-12-14,62400,62400
Washington,Pfizer,2020-12-21,44850,44850
Washington,Pfizer,2020-12-28,57525,57525
Washington,Pfizer,2021-01-04,44850,44850
Washington,Pfizer,2021-01-11,57525,57525
Washington,Pfizer,2021-01-18,46800,46800
Washington,Pfizer,2021-01-25,46800,46800
Washington,Pfizer,2021-02-01,45825,45825
Washington,Pfizer,2021-02-08,46800,46800
Washington,Pfizer,2021-02-15,46800,46800
Washington,Pfizer,2021-02-22,73710,73710
Washington,Pfizer,2021-03-01,84240,84240
Washington,Pfizer,2021-03-08,91260,91260
Washington,Pfizer,2021-03-15,98280,98280
Washington,Pfizer,2021-03-22,100620,100620
Washington,Pfizer,2021-03-29,122850,122850
Washington,Pfizer,2021-04-05,100620,100620
Washington,Pfizer,2021-04-12,102960,102960
Washington,Pfizer,2021-04-19,109980,109980
Washington,Pfizer,2021-04-26,109980,109980
Washington,Pfizer,2021-05-03,109980,109980
Washington,Pfizer,2021-05-10,109980,109980
Washington,Pfizer,2021-05-17,109980,109980
Washington,Pfizer,2021-05-24,109980,109980
Washington,Pfizer,2021-05-31,109170,109170
West Virginia,Janssen,2021-03-01,15500,NA
West Virginia,Janssen,2021-03-15,2200,NA
West Virginia,Janssen,2021-03-22,2200,NA
West Virginia,Janssen,2021-03-29,11000,NA
West Virginia,Janssen,2021-04-05,27800,NA
West Virginia,Janssen,2021-04-12,3300,NA
West Virginia,Janssen,2021-05-03,4300,NA
West Virginia,Janssen,2021-05-10,3300,NA
West Virginia,Moderna,2020-12-21,32600,32600
West Virginia,Moderna,2020-12-28,11300,11300
West Virginia,Moderna,2021-01-04,11200,11200
West Virginia,Moderna,2021-01-11,11300,11300
West Virginia,Moderna,2021-01-18,11900,11900
West Virginia,Moderna,2021-01-25,11900,11900
West Virginia,Moderna,2021-02-01,15600,15600
West Virginia,Moderna,2021-02-08,17100,17100
West Virginia,Moderna,2021-02-15,18500,18500
West Virginia,Moderna,2021-02-22,18500,18500
West Virginia,Moderna,2021-03-01,18500,18500
West Virginia,Moderna,2021-03-08,18500,18500
West Virginia,Moderna,2021-03-15,18500,18500
West Virginia,Moderna,2021-03-22,18500,18500
West Virginia,Moderna,2021-03-29,18500,18500
West Virginia,Moderna,2021-04-05,19300,19300
West Virginia,Moderna,2021-04-12,19300,19300
West Virginia,Moderna,2021-04-19,20800,20800
West Virginia,Moderna,2021-04-26,20800,20800
West Virginia,Moderna,2021-05-03,20800,20800
West Virginia,Moderna,2021-05-10,21300,21300
West Virginia,Moderna,2021-05-17,21360,21360
West Virginia,Moderna,2021-05-24,21360,21360
West Virginia,Moderna,2021-05-31,20860,20860
West Virginia,Pfizer,2020-12-14,16575,16575
West Virginia,Pfizer,2020-12-21,11700,11700
West Virginia,Pfizer,2020-12-28,14625,14625
West Virginia,Pfizer,2021-01-04,11700,11700
West Virginia,Pfizer,2021-01-11,11700,11700
West Virginia,Pfizer,2021-01-18,11700,11700
West Virginia,Pfizer,2021-01-25,11700,11700
West Virginia,Pfizer,2021-02-01,11700,11700
West Virginia,Pfizer,2021-02-08,11700,11700
West Virginia,Pfizer,2021-02-15,11700,11700
West Virginia,Pfizer,2021-02-22,18720,18720
West Virginia,Pfizer,2021-03-01,22230,22230
West Virginia,Pfizer,2021-03-08,23400,23400
West Virginia,Pfizer,2021-03-15,25740,25740
West Virginia,Pfizer,2021-03-22,25740,25740
West Virginia,Pfizer,2021-03-29,31590,31590
West Virginia,Pfizer,2021-04-05,25740,25740
West Virginia,Pfizer,2021-04-12,26910,26910
West Virginia,Pfizer,2021-04-19,28080,28080
West Virginia,Pfizer,2021-04-26,28080,28080
West Virginia,Pfizer,2021-05-03,28080,28080
West Virginia,Pfizer,2021-05-10,28080,28080
West Virginia,Pfizer,2021-05-17,28080,28080
West Virginia,Pfizer,2021-05-24,28080,28080
West Virginia,Pfizer,2021-05-31,28800,28800
Wisconsin,Janssen,2021-03-01,48000,NA
Wisconsin,Janssen,2021-03-15,6700,NA
Wisconsin,Janssen,2021-03-22,6700,NA
Wisconsin,Janssen,2021-03-29,33800,NA
Wisconsin,Janssen,2021-04-05,85900,NA
Wisconsin,Janssen,2021-04-12,10200,NA
Wisconsin,Janssen,2021-05-03,13200,NA
Wisconsin,Janssen,2021-05-10,10200,NA
Wisconsin,Moderna,2020-12-21,101000,101000
Wisconsin,Moderna,2020-12-28,34900,34900
Wisconsin,Moderna,2021-01-04,34700,34700
Wisconsin,Moderna,2021-01-11,34900,34900
Wisconsin,Moderna,2021-01-18,36700,36700
Wisconsin,Moderna,2021-01-25,36700,36700
Wisconsin,Moderna,2021-02-01,48300,48300
Wisconsin,Moderna,2021-02-08,52900,52900
Wisconsin,Moderna,2021-02-15,57100,57100
Wisconsin,Moderna,2021-02-22,57100,57100
Wisconsin,Moderna,2021-03-01,57100,57100
Wisconsin,Moderna,2021-03-08,57100,57100
Wisconsin,Moderna,2021-03-15,57100,57100
Wisconsin,Moderna,2021-03-22,57100,57100
Wisconsin,Moderna,2021-03-29,57100,57100
Wisconsin,Moderna,2021-04-05,59700,59700
Wisconsin,Moderna,2021-04-12,59700,59700
Wisconsin,Moderna,2021-04-19,64400,64400
Wisconsin,Moderna,2021-04-26,64400,64400
Wisconsin,Moderna,2021-05-03,64400,64400
Wisconsin,Moderna,2021-05-10,65900,65900
Wisconsin,Moderna,2021-05-17,65900,65900
Wisconsin,Moderna,2021-05-24,65900,65900
Wisconsin,Moderna,2021-05-31,64400,64400
Wisconsin,Pfizer,2020-12-14,49725,49725
